layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466023.1862028,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,17.0,1028.0,20.0,week1_wednesday.tcpdump,125,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466023.1868608,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1028.0,week1_wednesday.tcpdump,126,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466023.189986,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,127,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466023.5417788,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,128,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466023.543185,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,129,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466024.1957448,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,130,,
Ether,63,IP,49,TCP,29.0,FTPRequest,9.0,,,920466024.240738,63,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,131,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466024.260691,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,21.0,1027.0,week1_wednesday.tcpdump,132,,
Ether,83,IP,69,TCP,49.0,FTPResponse,29.0,,,920466024.2842869,83,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,133,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466024.2999712,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,134,,
Ether,79,IP,65,TCP,45.0,FTPRequest,25.0,,,920466025.200753,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,135,,
Ether,84,IP,70,TCP,50.0,FTPResponse,30.0,,,920466025.201792,84,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,136,,
Ether,60,IP,46,TCP,26.0,FTPRequest,6.0,,,920466025.2022108,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,137,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466025.204923,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,2.0,20.0,1049.0,week1_wednesday.tcpdump,138,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466025.20517,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,18.0,1049.0,20.0,week1_wednesday.tcpdump,139,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.205857,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1049.0,week1_wednesday.tcpdump,140,,
Ether,107,IP,93,TCP,73.0,FTPResponse,53.0,,,920466025.2105652,107,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,141,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.229967,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,142,,
Ether,299,IP,285,TCP,265.0,Raw,245.0,,,920466025.2309712,299,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,20.0,1049.0,week1_wednesday.tcpdump,143,,
Ether,78,IP,64,TCP,44.0,FTPResponse,24.0,,,920466025.231092,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,144,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.231182,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,17.0,20.0,1049.0,week1_wednesday.tcpdump,145,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.231326,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1049.0,20.0,week1_wednesday.tcpdump,146,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.233354,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,17.0,1049.0,20.0,week1_wednesday.tcpdump,147,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.2340108,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1049.0,week1_wednesday.tcpdump,148,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466025.249966,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,149,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466025.553466,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,150,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466025.554883,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,151,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466026.195275,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,152,,
Ether,61,IP,47,TCP,27.0,FTPRequest,7.0,,,920466026.28094,61,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,153,,
Ether,83,IP,69,TCP,49.0,FTPResponse,29.0,,,920466026.293361,83,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,154,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466026.309967,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,155,,
Ether,79,IP,65,TCP,45.0,FTPRequest,25.0,,,920466027.4708028,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,156,,
Ether,84,IP,70,TCP,50.0,FTPResponse,30.0,,,920466027.471576,84,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,157,,
Ether,60,IP,46,TCP,26.0,FTPRequest,6.0,,,920466027.471999,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,158,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466027.474214,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,2.0,20.0,1052.0,week1_wednesday.tcpdump,159,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466027.474499,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,18.0,1052.0,20.0,week1_wednesday.tcpdump,160,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.4751768,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1052.0,week1_wednesday.tcpdump,161,,
Ether,107,IP,93,TCP,73.0,FTPResponse,53.0,,,920466027.479301,107,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,162,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.4899552,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,163,,
Ether,437,IP,423,TCP,403.0,Raw,383.0,,,920466027.514824,437,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,20.0,1052.0,week1_wednesday.tcpdump,164,,
Ether,78,IP,64,TCP,44.0,FTPResponse,24.0,,,920466027.514947,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,165,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.515036,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,17.0,20.0,1052.0,week1_wednesday.tcpdump,166,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.5151528,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1052.0,20.0,week1_wednesday.tcpdump,167,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.518543,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,17.0,1052.0,20.0,week1_wednesday.tcpdump,168,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.519212,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1052.0,week1_wednesday.tcpdump,169,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466027.5299633,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,170,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466027.548549,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,171,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466027.550018,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,172,,
Ether,60,Raw,46,,,,,,,920466027.686886,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,173,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,920466027.939604,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week1_wednesday.tcpdump,174,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466028.695938,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,175,,
Ether,66,IP,52,TCP,32.0,FTPRequest,12.0,,,920466028.701144,66,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,176,,
Ether,83,IP,69,TCP,49.0,FTPResponse,29.0,,,920466028.7191088,83,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,177,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466028.72996,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,178,,
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920466029.481211,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,195.115.218.108,,53.0,53.0,week1_wednesday.tcpdump,179,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920466029.48222,142,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_wednesday.tcpdump,180,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466029.5601788,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,181,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466029.561667,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,182,,
Ether,79,IP,65,TCP,45.0,FTPRequest,25.0,,,920466029.600872,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,183,,
Ether,84,IP,70,TCP,50.0,FTPResponse,30.0,,,920466029.6017368,84,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,184,,
Ether,60,IP,46,TCP,26.0,FTPRequest,6.0,,,920466029.602042,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,185,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466029.604359,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,2.0,20.0,1104.0,week1_wednesday.tcpdump,186,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466029.604639,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,18.0,1104.0,20.0,week1_wednesday.tcpdump,187,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.605328,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1104.0,week1_wednesday.tcpdump,188,,
Ether,107,IP,93,TCP,73.0,FTPResponse,53.0,,,920466029.609726,107,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,189,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.6199608,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,190,,
Ether,246,IP,232,TCP,212.0,Raw,192.0,,,920466029.629564,246,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,20.0,1104.0,week1_wednesday.tcpdump,191,,
Ether,78,IP,64,TCP,44.0,FTPResponse,24.0,,,920466029.629687,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,192,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.629809,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,17.0,20.0,1104.0,week1_wednesday.tcpdump,193,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.629973,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1104.0,20.0,week1_wednesday.tcpdump,194,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.630484,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,17.0,1104.0,20.0,week1_wednesday.tcpdump,195,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.631144,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1104.0,week1_wednesday.tcpdump,196,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466029.639959,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,197,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466030.695812,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,198,,
Ether,69,IP,55,TCP,35.0,FTPRequest,15.0,,,920466030.780843,69,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,199,,
Ether,83,IP,69,TCP,49.0,FTPResponse,29.0,,,920466030.790635,83,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,200,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466030.8099447,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,201,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466031.5395132,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,202,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466031.540868,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,203,,
Ether,79,IP,65,TCP,45.0,FTPRequest,25.0,,,920466031.9313447,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,204,,
Ether,84,IP,70,TCP,50.0,FTPResponse,30.0,,,920466031.932255,84,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,205,,
Ether,60,IP,46,TCP,26.0,FTPRequest,6.0,,,920466031.932623,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,206,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466031.935273,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,2.0,20.0,1106.0,week1_wednesday.tcpdump,207,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466031.935562,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,18.0,1106.0,20.0,week1_wednesday.tcpdump,208,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.936245,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1106.0,week1_wednesday.tcpdump,209,,
Ether,107,IP,93,TCP,73.0,FTPResponse,53.0,,,920466031.940696,107,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,210,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.959942,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,211,,
Ether,695,IP,681,TCP,661.0,Raw,641.0,,,920466031.978416,695,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,20.0,1106.0,week1_wednesday.tcpdump,212,,
Ether,78,IP,64,TCP,44.0,FTPResponse,24.0,,,920466031.9785348,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,213,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.97862,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,17.0,20.0,1106.0,week1_wednesday.tcpdump,214,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.978732,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1106.0,20.0,week1_wednesday.tcpdump,215,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.979746,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,17.0,1106.0,20.0,week1_wednesday.tcpdump,216,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.980417,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1106.0,week1_wednesday.tcpdump,217,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466031.989944,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,218,,
Ether,64,IP,50,TCP,30.0,FTPRequest,10.0,,,920466033.090778,64,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,219,,
Ether,83,IP,69,TCP,49.0,FTPResponse,29.0,,,920466033.1080152,83,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,220,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466033.119954,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,221,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.4017212,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,222,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.404328,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,223,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.41122,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,224,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.41356,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,225,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.414053,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,226,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.4152912,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,227,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.417244,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,228,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.418673,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,229,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.419524,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,230,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.421362,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,231,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.42565,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,232,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.42831,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,233,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.434896,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,234,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.43609,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,235,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.437476,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,236,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.4378632,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,237,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.438312,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,238,,
Ether,60,ARP,46,Padding,18.0,,,,,920466033.439142,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,239,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466033.550435,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,240,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466033.551888,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,241,,
Ether,79,IP,65,TCP,45.0,FTPRequest,25.0,,,920466034.000866,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,242,,
Ether,84,IP,70,TCP,50.0,FTPResponse,30.0,,,920466034.002018,84,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,243,,
Ether,60,IP,46,TCP,26.0,FTPRequest,6.0,,,920466034.0023768,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,24.0,1027.0,21.0,week1_wednesday.tcpdump,244,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466034.0050652,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,2.0,20.0,1107.0,week1_wednesday.tcpdump,245,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466034.0053368,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,18.0,1107.0,20.0,week1_wednesday.tcpdump,246,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466034.006096,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,20.0,1107.0,week1_wednesday.tcpdump,247,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466034.02057,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,16.0,21.0,1027.0,week1_wednesday.tcpdump,248,,
Ether,107,IP,93,TCP,73.0,FTPResponse,53.0,,,920466034.066696,107,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,249,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466034.079943,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.114.148,16.0,1027.0,21.0,week1_wednesday.tcpdump,250,,
Ether,1078,IP,1064,TCP,1044.0,Raw,1024.0,,,920466034.197957,1078,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,20.0,1107.0,week1_wednesday.tcpdump,251,,
Ether,78,IP,64,TCP,44.0,FTPResponse,24.0,,,920466034.198083,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.148,194.7.248.153,24.0,21.0,1027.0,week1_wednesday.tcpdump,252,,
